Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
bash script name has to update in getting_started doc,FAB-4490,17682,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,markparz,rameshthoomu,rameshthoomu,09/Jun/17 1:15 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,18/Jun/17 9:35 AM,v1.0.0,,,v1.0.0,,fabric-docs,,,,,,,0,Documentation,quality,,,,,,"Bash script name has to change to `bootstrap-1.0.0-beta.sh` in getting_started.rst document

curl -sSL [https://goo.gl/LQkuoh] | bash
 This command downloads and executes a bash script -(bootstrap.sh)- (bootstrap-1.0.0-beta.sh)

http://hyperledger-fabric.readthedocs.io/en/latest/getting_started.html",,binhn,markparz,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzt3:",,,,,,,,,,,,,,,,,,,,,,,,,,,binhn,markparz,rameshthoomu,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"10/Jun/17 5:45 AM;binhn;[~rameshthoomu] doing it that way we would have to change every time we publish a release, which will be more often now. Could we just stick with the generic filename?;;;","13/Jun/17 4:30 AM;markparz;[~rameshthoomu] I think this an issue? I just ran through the e2e again using: curl -sSL [https://goo.gl/LQkuoh] | bash

All works fine;;;","13/Jun/17 11:36 AM;rameshthoomu;[~binhn] agree with you.. But it's better to remove .sh from the file name. So that will call that as a generic bootstrap script.  We can modify like below. 
*This command downloads and executes bootstrap script..*

*[~markparz] Yes script is working as expected but reference of the file name is the issue.. We have mentioned (bootstap.sh) but we are actually executing bootstrap-1.0.0-beta.sh.*
 ;;;","13/Jun/17 11:14 PM;markparz;[~rameshthoomu] Ok, cool, I see... I pushed a fix here: [https://gerrit.hyperledger.org/r/#/c/10525/]

put you and [~binhn] as reviewers... it's extremely small, just noted in the 1 place.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Getting_Started.rst: Specify the check in directory to execute ./network_setup.sh script,FAB-4491,17683,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,rameshthoomu,rameshthoomu,09/Jun/17 1:28 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,09/Jun/17 11:33 PM,v1.0.0,,,v1.0.0,,fabric-docs,,,,,,,0,Documentation,quality,,,,,,"Getting_Started.rst: Specify the check in directory to execute ./network_setup.sh script. Instructions are missing to check in to the **release/<ARCH>(linux-amd64)** directory before execute **./network_setup.sh**.

http://hyperledger-fabric.readthedocs.io/en/latest/getting_started.html",,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxztb:",,,,,,,,,,,,,,,,,,,,,,,,,,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Jun/17 11:33 PM;rameshthoomu;fix has been provided and merged. See JIRA FAB-4491;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE: KeyValueStore Enhancement needed for Density,FAB-4492,17684,,Task,Closed,FAB,Fabric,software,denyeart,,,Highest,Done,wsh_bob,wsh_bob,wsh_bob,09/Jun/17 5:42 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,03/Aug/17 11:09 PM,,,,v1.0.0-alpha2,,fabric-quality,,,,,,,0,quality,,,,,,,"Currently, KeyValueStore dir is: /tmp/hfc-test-kvs+'_'+org. Could you add network filter to differentiate different network?",,wsh_bob,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-2247,,,,,,,,,,"1|hzxztj:",,,,,,Week ending 2019-Feb-01,,,,,,,,,,,,,,,,,,,,,wsh_bob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE:  PID & Network mapping redesign,FAB-4493,17685,,Task,Closed,FAB,Fabric,software,denyeart,,,Highest,Done,wsh_bob,wsh_bob,wsh_bob,09/Jun/17 5:43 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,03/Aug/17 11:09 PM,,,,v1.0.0-alpha2,,,,,,,,,0,quality,,,,,,,"PIDs start from 0 and only increase in 1 Org scope, not network scope. Could go with: Netid, OrgId, PID.",,wsh_bob,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-2247,,,,,,,,,,"1|hzxztr:",,,,,,Week ending 2019-Feb-01,,,,,,,,,,,,,,,,,,,,,wsh_bob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Getting started doc is missing a step,FAB-4494,17686,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,lehors,lehors,lehors,09/Jun/17 6:36 PM,21/Jul/18 3:56 AM,28/Oct/23 3:00 AM,09/Jun/17 9:24 PM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-docs,,,,,,,0,,,,,,,,"Before the user is instructed to run network_setup.sh the documentation should instruct the user to change to the proper release subdirectory after bootstrap.sh is run.

 ",,lehors,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxztz:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,lehors,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As I fabric developer I want to reduce the bottleneck introduced by certificate sanitization,FAB-4496,17688,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,angelo.decaro,angelo.decaro,09/Jun/17 9:32 PM,21/Jul/18 3:55 AM,28/Oct/23 3:00 AM,29/Nov/17 9:48 PM,v1.0.0-alpha2,,,v1.1.0,,fabric-crypto,,,,,,,0,quality,Security,,,,,,"Certificate sanitization solves the issue of double representation of an ECDSA signature in the context of an x509 certificate. Unfortunately, it also introduces a bottleneck because in order to sanitise a certificate, its parent needs to be loaded. This might take time.

A possible solution would be that of caching the relevant information to perform sanitization per MSP and per peer.   

[~elli-androulaki],[~ales],[~mastersingh24],[~yacovm],[~binhn],[~muralisr],[~C0rWin],[~jyellick] what's your take on this? ",,angelo.decaro,binhn,elli-androulaki,harrijk,yacovm,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxzuf:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,angelo.decaro,binhn,elli-androulaki,harrijk,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Jun/17 9:42 PM;yacovm;so I think that if we cache this naively in the MSP we would run into a different problem, since the MSP manager is per channel, and then the cache size would be linear to the number of channels the peer / orderer is a member of - not a good idea.

Therefore perhaps we create an LRU-based cache that is shared among the MSP instances, and the keys would be the hash of the serilizedIdentity and the values would be a map from MSP-ID to msp.Identity ? ;;;","09/Jun/17 9:45 PM;angelo.decaro;Exactly what I had in mind :);;;","10/Jun/17 6:04 AM;binhn;I'll add more when I have a chance to do more code/call analysis, but I think cache would help.;;;","11/Aug/17 6:45 PM;elli-androulaki;+1 from my side. Thanks!;;;","29/Nov/17 9:49 PM;elli-androulaki;This has been taken care of by MSP cache work. [~angelo.decaro], may you bring up the related CR/JIRA item? Thanks!;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestEndedGoroutines fails nondeterministic with a panic ,FAB-4497,17689,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yacovm,manish-sethi,manish-sethi,09/Jun/17 9:36 PM,20/Mar/19 3:38 PM,28/Oct/23 3:00 AM,12/Jun/17 12:42 AM,,,,v1.0.0,v1.0.0-rc1,fabric-gossip,,,,,,,0,ci-flake,,,,,,,"TestEndedGoroutines fails nondeterministiclly with a panic. Not sure whether the test is indeterministic  or the underlying code - Hence marking it as high until initial investigation.

CI logs - [https://jenkins.hyperledger.org/job/fabric-verify-z/8762/consoleFull]

[~yacovm], [~C0rWin]",,manish-sethi,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzun:",,,,,,,,,,,,,,,,,,,,,,,,,,,manish-sethi,yacovm,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"09/Jun/17 9:40 PM;yacovm;the source of the panic is test code.
This shouldn't be high.;;;","11/Jun/17 7:38 PM;yacovm;https://gerrit.hyperledger.org/r/#/c/10447/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix words in orderer.yaml,FAB-4500,17693,,Story,Closed,FAB,Fabric,software,denyeart,,,Lowest,Done,baohua,baohua,baohua,09/Jun/17 11:39 PM,21/Jul/18 3:54 AM,28/Oct/23 3:00 AM,14/Jun/17 12:41 PM,,,,v1.0.0,,fabric-orderer,,,,,,,0,,,,,,,,"Fix duplicated words and add more comments in the orderer.yaml.

 ",,baohua,kchristidis,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxzv3:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,baohua,kchristidis,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"09/Jun/17 11:41 PM;kchristidis;Make sure to edit those in examples/cluster/config/orderer.yaml as well.;;;","09/Jun/17 11:54 PM;baohua;https://gerrit.hyperledger.org/r/#/c/10399/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need appropriate error message from create channel,FAB-4502,17696,,Story,Closed,FAB,Fabric,software,denyeart,,,Low,Done,,varadatibm,varadatibm,10/Jun/17 1:13 AM,21/Jul/18 3:56 AM,28/Oct/23 3:00 AM,10/Jul/17 9:03 PM,v1.0.0-beta,,,DUPLICATE,,fabric-orderer,,,,,,,0,common-components,,,,,,,"When creating a channel, we are unable to display a proper error message back to the user... the important one is if the channel creation failed due to insufficient signatures... and if possible which signatures are missing.",,kchristidis,varadatibm,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzx3k7:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,kchristidis,varadatibm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16/Jun/17 5:12 AM;jimthematrix;[~varadatibm] the SDK doesn't do any error message translation when it received errors from calls to the backend. It simply relays the errors back through the API's reject() code path. So to fix the issue the orderer need to send back a more descriptive error message.;;;","20/Jun/17 10:01 AM;kchristidis;We can only work with the Status codes listed here: [https://github.com/hyperledger/fabric/blob/master/protos/common/common.proto#L27]

We can add more Status codes post v1, assuming there is an HTTP equivalent.

Either way, let me know which Status code you suggest.

Otherwise will have to close.;;;","10/Jul/17 9:02 PM;kchristidis;We'll expand BroadcastResponse with a ""details"" string field where we include the error message that the orderer sees / spits out.

This is a duplicate of FAB-4767, so I'm going to close it. Please keep track of FAB-4767.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disable brittle test TestDisconnect ,FAB-4503,17699,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yacovm,yacovm,yacovm,10/Jun/17 1:36 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,11/Jun/17 3:20 AM,v1.0.0-beta,,,v1.0.0,,fabric-peer,,,,,,,0,,,,,,,,"This test was merged today but it seems like it sometimes fails. Disabling for now, to investigate offline",,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzvj:",,,,,,,,,,,,,,,,,,,,,,,,,,,yacovm,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting constant txn failures under normal operation owing to flow control requirement,FAB-4506,17704,,Story,Closed,FAB,Fabric,software,denyeart,,,Highest,Won't Do,,kletkeman,kletkeman,10/Jun/17 3:11 AM,23/Jan/20 4:16 AM,28/Oct/23 3:00 AM,23/Jan/20 4:16 AM,v1.0.0,,,Future,,,,,,,,,0,commit,fabric-ca,failure,flowcontrol,retry,stale-item,v1.0,"The flow control requirement for v1 fabrics has some potentially nasty implications for smart contracts with an IoT component (and indeed for any contracts with multiple event sources for the same asset).

In an IoT scenario, a large asset (e.g. aircraft) could have many sensors that report periodically or all at once, for example when the aircraft has reached the gate. This burst would be sent to an asset in the contract, which could be the aircraft itself or the flight that the aircraft has just completed (and then propagated to the aircraft asset).

Each device will send a unique event through an IoT broker and those will be mapped to a contract API and payload and then sent. We cannot flow control based on the asset ID because there is no concept of a target asset in an IoT message. It might be embedded in the payload, but brokers are not contextual in that way.

So these are likely to be processed in parallel and sent to the contract simultaneously, resulting in all but one failing when the block is committed.

In v0.6, this was not an issue of course because queries looked at committed data while invokes looked at data to be committed, so multiple invokes could build on one another. But in v1, queries and invokes alike look only at committed data, which means that the many events that arrived together and are in limbo are going to automatically clash at commit time, with all but one ultimately failing.

After pondering flow control schemes, I have come to the conclusion that there is no way to prevent key clashes via flow control. We may actually be forced to create a smart flow control queue where each transaction that is sent will be monitored and checked off, with failed txns allowed up to 'n' retries before we give up.

But this has an extremely negative property of not preserving original order unless we add an extra level of complexity to only retry the oldest pending transaction once it has reported as failed or succeeded. This has the likely result of creating ""stuck queues"" as we wait for network interruptions or fabric glitches to work themselves out.

I think this is a very serious potential issue, and I am hoping that this has been solved in some way I just don't know about. But if not, then is the expected solution a complex flow control queue as I discuss above? Perhaps that could be built into the fabric on a channel by channel basis so that we don't all have to solve the problem?",,kletkeman,scottz,smartheye,sykesm,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxzwf:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,kletkeman,scottz,smartheye,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jun/17 3:32 AM;kletkeman;Note that this is not just an issue with simultaneous events being placed in the same block. It will also happen when events arrive on different peers in different global regions but on the same channel (where the asset resides). In this case, both will successfully execute on their regional endorsers, but using the same asset key versions, and both might even get into two separate blocks.

But that won't help, because the second one to be processed was still built on the older key versions and will fail.;;;","13/Jun/17 1:44 PM;jimthematrix;hi [~kletkeman] what you are describing, mvcc collisions, is the limitation of the current v1.0 design. There is nothing in the fabric that can be done to have much impact on improving the success rate under the conditions you are describing. 

On the other hand, the key technique to maximize success rate is to use a unique key under the chaincode for writing data. At least rotate among a list of keys that would take about the same time to iterate as the transaction latency. For example, if the average transaction latency on a particular network is 2 seconds, and your peak submission rate is 2,000 concurrent transactions per second, then use at least 4,000 different keys to save the data such that by the time those keys are iterated through, the transactions will have been committed already.

I don't know of any other techniques that would improve the success rate under the v1.0 architecture. But maybe others [~mastersingh24], [~binhn] may have additional ideas.

Based on this understanding, I'm changing the issue from a Bug to an Improvement, and moved it to Future for consideration.;;;","13/Jun/17 10:35 PM;kletkeman;Hi Jim, thanks for responding. I'm not quite understanding how the use of a unique key would work. If we have a somewhat complex data model with relationships – let's posit and aircraft with a list of installed assemblies – then we would likely model the installed assemblies as a Java object with the keys being the assembly IDs. The assemblies themselves are stored with a class identifier (the only way to properly segregate both asset state and asset state history) and then the asset's ID. Any incoming event will be targeted specifically at that asset ID (e.g. aircraft tail number, to be propagated to installed assemblies if applicable – or some similar algorithm).

In this scenario, all asset references, either externally or internally, must contain the asset class (usually interpretable from context) and the asset ID (not interpretable from context, must be explicit).

If I then use a key *other* than **asset class + asset ID**, I am going to write to the asset state of that specific asset. Using a different key each time would allow me to write it out along with someone else writing it out as well, but with a different reading against the asset. 

How would I tie these two versions of the current asset state together?

If I had 10 incoming events, how would I tie all 10 versions to the same asset? And how would I put them together when queried?

How would I build on them, since they are randomly scattered around world state?

Any index that I build under the hood almost certainly constitutes a common key once again, leading to the same rejection issue.

I feel as if I have somehow missed the point of the technique you are proposing. But I think it is more likely that there is no solution to this issue except for an intimately tied queued and extremely strict guidelines on chaincode behaviors and on incoming event cadencing. 

Which means that IoT applications that were perfectly compatible with v0.6 are almost certainly not compatible at all with v1 fabrics.

What cadence of events against an asset was envisioned when this was designed?;;;","19/Feb/18 12:54 PM;scottz;Just browsing issues, but I wonder if I understand this correctly. I am pretty sure I do not fully understand your concerns and how they relate to Flow Control, but it does seem possible, depending on the constraints, that the chaincode design could be done in such a way to make this work more smoothly. Either:
 # write a chaincode transaction that uses one key (for the particular airplane, or a subsystem of the airplane, which has a large set of sensors) and updates all the items at once, or...
 # write a chaincode that uses individual keys for each sensor, so that changing the value of one sensor would not affect or prohibit transactions that change a different sensor which has its own unique key.;;;","23/Jan/20 4:16 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add multiple orderer handling,FAB-4509,17707,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,dongming,holocron,holocron,10/Jun/17 4:03 AM,21/Jul/18 3:55 AM,28/Oct/23 3:00 AM,12/Jun/17 10:13 PM,,,,Not a Bug,,fabric-tools,,,,,,,0,Duplicate,PTE,quality,,,,,"I would like to be able to configure PTE with multiple orderers, and PTE would be able to load balance across and detect outages in the available and configured orderers.",,holocron,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxzx3:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,holocron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jun/17 5:10 AM;holocron;This is a duplicate of FAB-3546;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
