Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
[CI] - Create build job to publish images and binaries to nexus after successful run,FAB-7173,24558,24554,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,29/Nov/17 7:38 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,15/Dec/17 2:03 AM,,,,,,,v1.1.0-alpha,,,fabric-ci,,,,0,fabric-ci,,,,,,"Create a build job to publish images and binaries after execute daily tests from fabric-test repository. Once the tests are executed successfully, tag binaries and images as ""DAILY_STABLE"" and trigger downstream job to publish tagged images and binaries to nexus repository.

Once the images are successfully published, pull these images to test integration tests. Will create a separate task for this.",,rameshthoomu,sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyokf:",,,,,,,,,,,,,,,,,,,,,,rameshthoomu,sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Dec/17 3:34 AM;rameshthoomu;Patch has been submitted and merged.. observed 400 reason code error from sandbox.. Working on the fix;;;","14/Dec/17 11:31 PM;rameshthoomu;Patch has been submitted to publish fabric, fabric-ca images to nexus3 docker repository and fabric-binaries to nexus2 with DAILY_STABLE tag.;;;","15/Dec/17 2:03 AM;rameshthoomu;patchset has been created and it got merged. [https://jenkins.hyperledger.org/view/fabric-test/job/fabric-test-daily-x86_64/]

fabric-test-daily is an upstream job which triggers downstream job after successful execution. Downstream job publishes images and binaries to nexus repository for SVT and IT tests.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[CI] - Create downstream jobs to trigger smoke, e2e, unit-tests, behave tests after successful build job",FAB-7174,24559,24554,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,29/Nov/17 7:41 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,11/Jan/18 12:06 AM,,,,,,,v1.1.0-alpha,,,fabric-ci,,,,0,fabric-ci,,,,,,"configure downstream jobs (e2e, unit-tests, behave tests, smoke test) and trigger after successfully execute the build job (upstream) and send the vote (+1 or -1) to gerrit patch set.",,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyokn:",,,,,,,,,,,,,,,,,,,,,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/Dec/17 1:12 AM;rameshthoomu;Patch has been submitted and it's in-review. Right now this is blocked as we don't have nexus credentials stored in sandbox environment. checking with LF team on this. https://gerrit.hyperledger.org/r/#/c/15877/;;;","11/Jan/18 12:06 AM;rameshthoomu;This process has been pushed to production Jenkins and able to trigger upstream and downstream jobs. Below is the process in experimental stage in production CI.

- upon every patch set submitted to fabric, Jenkins trigger fabric-build-checks-x86_64 CI job and verify the commit message first, if the commit message says WIP, says success +1 on gerrit ignoring build result. If the commit says documentation changes, trigger documentation build job and send the result back to gerrit. If the commit contains code changes like go files, then trigger smoke test job and run the downstream jobs (unit-tests and behave tests ) parallel.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
systest FAB-6122 v1.1 upgrade SDK subtask 6125,FAB-7175,24560,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,Ratnakar,scottz,scottz,29/Nov/17 8:09 AM,27/Jul/19 9:29 PM,28/Oct/23 3:01 AM,27/Jul/19 9:29 PM,v1.1.0,,,,,,,,,fabric-quality,,,,0,Release-planning-1.1,,,,,,"Refer to [https://wiki.hyperledger.org/projects/fabric/proposedv1_1] and the New Feature JIRA blocking this.

Start by using fabric v1.0.* and fabric-SDK v1.0. *Ensure network is stable, secure, and able to correctly handle transactions while upgrading fabric SDK network component from v1.0.* to v1.1. Then upgrade the fabric to v1.1.

Also: repeat tests, first upgrading the fabric and then the fabric-SDK.",,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-6125,FAB-6122,,,,,,,,,,,,,,,,,,,,,,,,FAB-7212,FAB-6446,FAB-8230,FAB-8231,,,,,,,,,,,,Unset,,,FAB-6434,,,,,,,,,"1|hzy92n:",,,,Unset,,,,,,,Unset,,,,,,,,,,,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test scenario: Typescript negative testing with incorrect channels,FAB-7176,24561,21377,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,AdnanChoudhury,AdnanChoudhury,AdnanChoudhury,29/Nov/17 8:12 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,15/Mar/18 12:28 AM,,,,,,,,,,fabric-sdk-node,,,,0,,,,,,,"This test will exercise an error path of a sample app and use the typescript API, in an end-to-end scenario where it will:
1) Register itself with a CA (interface userconfig)
2) Creates network with Kafka Orderer and LevelDB as stateDB, 
3) Creates a channel (interface channelRequest, )
4) Attempt to join an incorrect channel

 Expected result: Should fail with proper error message",,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyokv:",,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test scenario: Typescript negative testing with instantiating chaincode without installing,FAB-7177,24562,21377,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,AdnanChoudhury,AdnanChoudhury,AdnanChoudhury,29/Nov/17 8:15 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,15/Mar/18 12:34 AM,,,,,,,,,,,,,,0,,,,,,,"This test will exercise an error path of a sample app and use the typescript API, in an end-to-end scenario where it will:
1) Register itself with a CA (interface userconfig)
2) Creates network with Kafka Orderer and LevelDB as stateDB, 
3) Creates a channel (interface channelRequest, )
4) joins channel
5) instantiate chaincode

Expected result: Should fail to instantiate with proper error msg.",,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyol3:",,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test scenario: Typescript negative testing with temporarily downed peer,FAB-7178,24563,21377,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,AdnanChoudhury,AdnanChoudhury,AdnanChoudhury,29/Nov/17 8:19 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,15/Mar/18 12:43 AM,,,,,,,,,,,,,,0,,,,,,,"This test will exercise an error path of a sample app and use the typescript API, in an end-to-end scenario where it will:
1) Register itself with a CA (interface userconfig)
2) Creates network with Kafka Orderer and LevelDB as stateDB, 
3) Creates a channel (interface channelRequest, )
4) joins channel
5) install+instantiates chaincode
6) Downs a peer and queries the peer

Expected result: Should fail with proper error message.",,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyolb:",,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incorporate using configtxlator for updating channel,FAB-7179,24564,24491,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,latitiah,latitiah,latitiah,29/Nov/17 10:43 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,18/Apr/18 2:50 AM,,,,,,,,,,,,,,0,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyolj:",,,,,,,,,,,,,,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add the inclusion of the user's mutual tls certificates with cryptogen,FAB-7180,24565,24491,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,latitiah,latitiah,latitiah,29/Nov/17 10:43 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,26/Jan/18 11:19 AM,,,,,,,,,,,,,,0,,,,,,,Verify the cryptogen files are generated for mutual TLS.,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyolr:",,,,,,,,,,,,,,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/Dec/17 1:21 AM;latitiah;It seems that there were no changes to cryptogen to allow for mutual TLS. The only change was a file name change. There is an outstanding question in FAB-6716 to verify that this is in fact the case.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add mutual TLS to the default config setup,FAB-7181,24566,24491,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,latitiah,latitiah,latitiah,29/Nov/17 10:44 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,05/Dec/17 5:28 AM,,,,,,,,,,,,,,0,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyolz:",,,,,,,,,,,,,,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,release-1.1,release-1.2,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,release-1.3,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-1.4,release-2.5,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,release-2.4,lindluni-patch-1,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,,,,true,"01/Dec/17 1:41 AM;latitiah;https://gerrit.hyperledger.org/r/#/c/15831/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add the NodeSDK API calls for using mutual TLS,FAB-7182,24567,24491,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,,latitiah,latitiah,29/Nov/17 10:45 AM,28/Jul/19 1:34 AM,28/Oct/23 3:01 AM,28/Jul/19 1:34 AM,,,,,,,,,,,,,,0,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyom7:",,,,,,,,,,,,,,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test scenario: Upgrade orderer (solo), but no peers, send transactions successfully (from 1.0.x to 1.1)",FAB-7184,24569,21297,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,suryalnvs,suryalnvs,suryalnvs,29/Nov/17 11:21 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,07/Mar/18 4:47 AM,v1.1.0-alpha,,,,,,v1.1.0,,,fabric-quality,,,,0,Quality,SVT,SystemTestcase,,,,"{color:#000000}Upgrade orderer (solo), but no peers, send transactions successfully (from 1.0.x to 1.1){color}",,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyomn:",,,,,,,,,,,,,,,,,,,,,,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test scenario: Upgrade orderer (solo), and peers, send transactions successfully (from 1.0.x to 1.1)",FAB-7185,24570,21297,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,suryalnvs,suryalnvs,suryalnvs,29/Nov/17 11:22 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,07/Mar/18 4:47 AM,v1.1.0-alpha,,,,,,v1.1.0,,,fabric-quality,,,,0,Quality,SVT,SystemTestcase,,,,"{color:#000000}Upgrade orderer (solo), and peers, send transactions successfully (from 1.0.x to 1.1){color}",,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyomv:",,,,,,,,,,,,,,,,,,,,,,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test scenario: Upgrade orderer (solo), but no peers, send channel config updates to enable new capabilities, and peers should panic (from 1.0.x to 1.1)",FAB-7186,24571,21297,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,suryalnvs,suryalnvs,suryalnvs,29/Nov/17 11:22 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,07/Mar/18 4:47 AM,v1.1.0-alpha,,,,,,v1.1.0,,,fabric-quality,,,,0,Quality,SVT,SystemTestcase,,,,"{color:#000000}Upgrade orderer (solo), but no peers, send channel config updates to enable new capabilities, and peers should panic (from 1.0.x to 1.1){color}",,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyon3:",,,,,,,,,,,,,,,,,,,,,,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test scenario: Upgrade orderer (solo), and all peers, send channel config updates to enable new capabilities, and send transactions successfully (from 1.0.x to 1.1)",FAB-7187,24572,21297,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,suryalnvs,suryalnvs,suryalnvs,29/Nov/17 11:22 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,07/Mar/18 4:47 AM,v1.1.0-alpha,,,,,,v1.1.0,,,fabric-quality,,,,0,Quality,SVT,SystemTestcase,,,,"{color:#000000}Upgrade orderer (solo), and all peers, send channel config updates to enable new capabilities, and send transactions successfully (from 1.0.x to 1.1){color}",,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyonb:",,,,,,,,,,,,,,,,,,,,,,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test scenario: Upgrade orderers (kafka), but no peers, send transactions successfully (from 1.0.x to 1.1)",FAB-7188,24573,21297,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,suryalnvs,suryalnvs,suryalnvs,29/Nov/17 11:24 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,07/Mar/18 4:47 AM,v1.1.0-alpha,,,,,,v1.1.0,,,fabric-quality,,,,0,Quality,SVT,SystemTestcase,,,,"{color:#000000}Upgrade orderers (kafka), but no peers, send transactions successfully (from 1.0.x to 1.1){color}",,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyonj:",,,,,,,,,,,,,,,,,,,,,,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test scenario: Upgrade orderers (kafka), and peers, send transactions successfully (from 1.0.x to 1.1)",FAB-7189,24574,21297,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,suryalnvs,suryalnvs,suryalnvs,29/Nov/17 11:24 AM,20/Jul/18 11:15 PM,28/Oct/23 3:01 AM,07/Mar/18 4:48 AM,v1.1.0-alpha,,,,,,v1.1.0,,,fabric-quality,,,,0,Quality,SVT,SystemTestcase,,,,"{color:#000000}Upgrade orderers (kafka), and peers, send transactions successfully (from 1.0.x to 1.1){color}",,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyonr:",,,,,,,,,,,,,,,,,,,,,,suryalnvs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
