Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update Docker configuration for master branch,FGJ-75,44113,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,,heatherp,heatherp,23/Jan/20 7:38 PM,19/Nov/20 7:25 PM,28/Oct/23 2:21 AM,19/Nov/20 7:25 PM,v2.0.0,,,0,sdk-triaged,,,"Fabric 2.0 now uses 2-digit version numbers for Docker images, as follows:
* hyperledger/fabric-ca:1.4
* hyperledger/fabric-orderer:2.0
* hyperledger/fabric-peer:2.0
* hyperledger/fabric-tools:2.0

It should be sufficient to just specify the correct image versions in the docker configuration. No local re-tagging should be required. No images should need to be explicitly pulled for baseos, ccenv, javaenv or nodeenv.",,heatherp,,,,,,,,,,,,,,,,,,,,FGJ-76,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v6s:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't pull and re-tag Fabric 2.0 Docker images in master build,FGJ-76,44154,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Duplicate,,bestbeforetoday,bestbeforetoday,28/Jan/20 7:31 PM,28/Jan/20 7:52 PM,28/Oct/23 2:21 AM,28/Jan/20 7:52 PM,,,,0,,,,"Released Fabric Docker images now exist in DockerHub with tags matching the core.yaml used internally by Fabric to specify Fabric 2.0 Docker images so builds should work out of the box, without pulling down and re-tagging pre-release Docker images.",,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,FGJ-75,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v6t:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need a way to pass --is-init with a transaction,FGJ-77,44185,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,,EdMoffatt,EdMoffatt,30/Jan/20 6:59 PM,31/Jan/20 8:25 PM,28/Oct/23 2:21 AM,31/Jan/20 8:25 PM,v2.0.0,,,0,,,,"v2 lifecycle allows a definition to include the {{init-required}} flag, which means that the first transaction to be submitted must pass the {{isInit}} flag.

Can't see a way to do this with the SDKs at the moment, so I think you'd need to turn to the CLIs to get a committed contract started if you'd set the {{init-required}} flag. (Transactions without the flag will fail until one _with_ the flag has been completed). Should we add the ability to do this to the SDKs?",,EdMoffatt,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i018gz:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),EdMoffatt,heatherp,,,,,,,,,,,,,,,,,,,"31/Jan/20 8:25 PM;heatherp;Hey Ed, so amongst the maintainers, we think this is an administrative task and therefore doesn't belong in the SDK apis. We are planning on creating a fabric-admin package, in node, to provide some apis for administrative tasks, which this functionality will live. We're not planning on creating the equivalent in java, so I'm closing this;;;",,,,,,,,,,,,,,,
Release gateway-java 1.4.3,FGJ-78,44296,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,heatherp,heatherp,07/Feb/20 8:22 PM,13/Feb/20 12:42 AM,28/Oct/23 2:21 AM,12/Feb/20 10:59 PM,,,,0,sdk-triaged,,,,,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzx33q:s7q7",,,,Unset,Unset,7-14th Feb 2020,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,release-1.4,,,,,,,,,,true,,,,,,,,,,,,,,,,
HSM-managed identities,FGJ-79,44318,Story,Backlog,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,,mrudav.shukla,bestbeforetoday,bestbeforetoday,11/Feb/20 7:46 PM,20/Nov/20 12:52 AM,28/Oct/23 2:21 AM,,,,,1,community-help-wanted,sdk-triaged,,"*As a* client developer
*I want* to use identities managed by a Hardware Security Module to connect to Fabric
*So that* private keys are only held in a Hardware Security Module for security

A prototype of integrating the Gateway with an HSM is found at:
* https://github.com/ldesrosi/java-marbles-client

Note that this uses the v1.4 fabric-gateway-java API, which had an old wallet framework. This story should integrate with the new (v2.0) wallet framework, which should make things easier.

HSM support is already present in the Node SDK, and the implementation here should broadly follow the same pattern. An overview of the wallet architecture (including HSM-managed identities) can be found attached to this Jira:
* https://jira.hyperledger.org/browse/FABN-1353

User guide for using HSM-managed identities in the Node SDK can be found at:
* https://hyperledger.github.io/fabric-sdk-node/master/tutorial-wallet.html

So the following are required:
* Add an *HsmX509Identity* type and associated *HsmX509IdentityProvider* to manage serialization and connection configuration.
* Expose an *IdentityProviderRegistry* on the wallet to allow a configured *HsmX509IdentityProvider* to be added.
* Change the GatewayImpl code to use the wallet provider registry to obtain an appropriate identity provider for the selected identity.
* Add a scenario test that uses an HSM-managed identity where the private key is stored in SoftHSM.",,bestbeforetoday,dcrough13,lesleyannj,mrudav.shukla,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i0192z:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,dcrough13,lesleyannj,mrudav.shukla,,,,,,,,,,,,,,,,,"24/Feb/20 1:44 PM;mrudav.shukla;Hi [~bestbeforetoday]

Two questions here:
 # In the implementation of IdentityProvider, we’ve got a method for setting the user context which is utilized when we create Gateway. In this method, we first create an enrollment (X509) and use this enrollment for creating an instance of the gateway user. And for creating an enrollment we need the certificate and the private key for the identity. How do we access the private key here considering HSMIdentity will consist of mspId and Certificate?
 # For exposing an identity registry over the Wallet, I’m planning to use an inner class which will help in accessing and updating the provider registry. Will this be a good approach?;;;","20/Nov/20 12:52 AM;lesleyannj;Expected to be easier to address when new Fabric Gateway work available - see https://github.com/hyperledger/fabric-rfcs/pull/32;;;",,,,,,,,,,,,,,
Update com.puppycrawl.tools:checkstyle to >8.29,FGJ-80,44595,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,heatherp,heatherp,heatherp,17/Mar/20 8:20 PM,18/Mar/20 1:18 AM,28/Oct/23 2:21 AM,18/Mar/20 1:18 AM,v2.0.0,,,0,sdk-triaged,,,"We've got a github security dependency alert: 


h5. [GHSA-763g-fqq7-48wg|https://github.com/advisories/GHSA-763g-fqq7-48wg]
moderate severity
*Vulnerable versions:* < 8.29
*Patched version:* 8.29
Due to an incomplete fix for [CVE-2019-9658|https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-9658], checkstyle was still vulnerable to XML External Entity (XXE) Processing.


Not needed in the 1.4 branch, as it's at 8.29 there",,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzx33q:s7q6z5zu",,,,Unset,Unset,13th-21st Mar 20,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Release v2.1.0,FGJ-81,44666,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,heatherp,heatherp,heatherp,26/Mar/20 11:41 PM,24/Apr/20 5:14 PM,28/Oct/23 2:21 AM,24/Apr/20 5:14 PM,v2.0.0,,,0,sdk-triaged,,,"Fabric v2.1.0 is due mid-April, potentially earlier. So before Easter let's have done the following list. We're going to release from master, essentially making it like a release-2.x branch, until we're due an LTS branch, at which point we'd fork a master branch again.
 * -Ensure we're testing against Fabric v2.1 (should be pulling *2.1*, not *2.1.0*)-
 * -Update docs, references to v2.0.0 etc-
 * -Release, usual stuff: release notes, version number change etc-

-*Above covered by Pr #45*-
 * -Release via maven (?) and tag the commit in github-

 * -update fabric-samples to use our 2.1.0 version -- [-https://github.com/hyperledger/fabric-samples/pull/166-]
 * -Finally: version bump to 2.1.1-snapshots - PR #47-",,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01ab7:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-6.11.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/tough-cookie-4.1.3,dev,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/semver-6.3.1,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/grpc/grpc-js-1.8.17,dependabot/go_modules/high-throughput/application-go/google.golang.org/grpc-1.53.0,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/word-wrap-1.2.4,main,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-and-fabric-network-7.2.4,dependabot/go_modules/asset-transfer-basic/application-go/google.golang.org/grpc-1.53.0,true,,,,,,,,,,,,,,,,
"As a java application developer, I would like access to the transactionID of a transaction",FGJ-82,44759,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,,heatherp,heatherp,09/Apr/20 5:52 PM,22/Apr/20 1:29 AM,28/Oct/23 2:21 AM,22/Apr/20 1:29 AM,,,,0,sdk-triaged,,,"Under FABN-1536, we implemented access to the transactionID of a transaction, we should make this available across the SDKs, including gateway-java",,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01arv:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enable the SDK to select the Endorsing Orgs instead of Peers,FGJ-83,44838,Story,Backlog,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,,,braduf,braduf,18/Apr/20 1:12 PM,20/Nov/20 12:53 AM,28/Oct/23 2:21 AM,,v2.0.0,,,0,community-help-wanted,external,sdk-triaged,"Add the following function to the Transaction class:
h4. setEndorsingOrganizations(orgs)
Set the organizations that should be used for endorsement when this transaction is submitted to the ledger. Peers that are in the organizations will be used for the endorsement. This will override the setEndorsingPeers if previously called. Setting the endorsing organizations will not override discovery, however it will filter the peers provided by discovery to be those in these organizatons.
Just as was implemented in the Node.js SDK in https://jira.hyperledger.org/browse/FABN-1425. It would be very helpful to have in the Java Gateway too when using private data and SBE.",,braduf,lesleyannj,,,,,,,,,,,,,,,,,,,FABJ-526,,,,,,,,,,(Please add high level design or a link to the design),Unset,Yes,Unset,,,,,No,,Unset,No,,,"1|hzy5af:i",,,,Yes,Unset,,,,,(Please add steps to reproduce),,Yes,,,,,,Unset,,Unset,,(Please add usage information),braduf,lesleyannj,,,,,,,,,,,,,,,,,,,"20/Nov/20 12:53 AM;lesleyannj;Intended to be addressed under new Fabric Gateway work - see https://github.com/hyperledger/fabric-rfcs/pull/32;;;",,,,,,,,,,,,,,,
FabCar in fabric-samples@master is still relying on 1.4.3,FGJ-84,44925,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,lehors,heatherp,heatherp,24/Apr/20 12:56 AM,19/Nov/20 7:19 PM,28/Oct/23 2:21 AM,19/Nov/20 7:19 PM,,,,0,sdk-triaged,,,"This should be v2.1.0 in fabric-samples@master.
When I enabled this, seems like there will be breaking changes, see below for examples, so not as simple as just editing the pom.xml:


[ERROR] COMPILATION ERROR : 
 
[ERROR] /home/vsts/work/1/s/fabcar/java/src/main/java/org/example/RegisterUser.java:[13,45] cannot find symbol 
 
 symbol: class Identity 
 
 location: interface org.hyperledger.fabric.gateway.Wallet 
 
[ERROR] /home/vsts/work/1/s/fabcar/java/src/main/java/org/example/EnrollAdmin.java:[11,45] cannot find symbol 
 
 symbol: class Identity 
 
 location: interface org.hyperledger.fabric.gateway.Wallet 
 
[ERROR] /home/vsts/work/1/s/fabcar/java/src/main/java/org/example/RegisterUser.java:[39,39] cannot find symbol 
 
 symbol: method createFileSystemWallet(java.nio.file.Path) 
 
 location: interface org.hyperledger.fabric.gateway.Wallet 
 
[ERROR] /home/vsts/work/1/s/fabcar/java/src/main/java/org/example/RegisterUser.java:[42,44] cannot find symbol 
 
 symbol: method exists(java.lang.String) 
 
 location: variable wallet of type org.hyperledger.fabric.gateway.Wallet 
 
[ERROR] /home/vsts/work/1/s/fabcar/java/src/main/java/org/example/RegisterUser.java:[48,36] cannot find symbol 
 
 symbol: method exists(java.lang.String) 
 
 location: variable wallet of type org.hyperledger.fabric.gateway.Wallet 
 
[ERROR] /home/vsts/work/1/s/fabcar/java/src/main/java/org/example/RegisterUser.java:[54,17] cannot find symbol 
 
 symbol: class Identity 
 
 ",,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01bbf:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-6.11.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/tough-cookie-4.1.3,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/semver-6.3.1,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/grpc/grpc-js-1.8.17,dependabot/go_modules/high-throughput/application-go/google.golang.org/grpc-1.53.0,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/word-wrap-1.2.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-and-fabric-network-7.2.4,dependabot/go_modules/asset-transfer-basic/application-go/google.golang.org/grpc-1.53.0,,,true,,,,,,,,,,,,,,,,
Security vulnerabilities found in open source dependencies in fabric-sdk-java & fabric-gateway-java  ,FGJ-85,44980,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,RaewynM,RaewynM,01/May/20 2:13 AM,14/May/20 5:31 PM,28/Oct/23 2:21 AM,13/May/20 4:38 PM,,,,0,external,sdk-triaged,,"{quote}I see your team have recently created  [fabric-sdk-java/2.1.0|https://mvnrepository.com/artifact/org.hyperledger.fabric-sdk-java/fabric-sdk-java/2.1.0] on 21st April and [+fabric-gateway-java+/2.1.0|file:///C:/Users/RaewynMackenzie/AppData/Local/Temp/notes97E53A/%3C!--%20https://mvnrepository.com/artifact/org.hyperledger.fabric/fabric-gateway-java%20--%3E] on 22nd April. 
We were planning on pulling in [+fabric-gateway-java+/2.1.0|file:///C:/Users/RaewynMackenzie/AppData/Local/Temp/notes97E53A/%3C!--%20https://mvnrepository.com/artifact/org.hyperledger.fabric/fabric-gateway-java%20--%3E] to our next MQ LTS release, which has a dependency on the open source packages in [fabric-sdk-java/2.1.0|https://mvnrepository.com/artifact/org.hyperledger.fabric-sdk-java/fabric-sdk-java/2.1.0].

However, I noticed yesterday that the fabric-sdk-java and fabric-gateway-java 2.1.0 levels still have dependencies on some back level open source packages and compile dependencies, some of which we are getting security vulnerability hits on our ASOC scan of the 1.48 versions.

In  [fabric-sdk-java|https://mvnrepository.com/artifact/org.hyperledger.fabric-sdk-java/fabric-sdk-java/2.1.0] the two issues I know of so far are:  * [+netty-codec-http2+ 4.1.41.Final|https://mvnrepository.com/artifact/io.netty/netty-codec-http2/4.1.41.Final] - needs to be upgraded to (at least) [+{color:#0000ff}netty-codec-http2{color}+|https://mvnrepository.com/artifact/io.netty/netty-codec-http2] 4.1.4.6 or 4.1.49, due to a high CVE score of 9.8 (this may solve the netty-handler dependency vulnerability too)
 * [snakeyaml 1.25|https://mvnrepository.com/artifact/org.yaml/snakeyaml/1.25] - needs to be updated to [snakeyaml 1.26|https://mvnrepository.com/artifact/org.yaml/snakeyaml/1.26]

There may also be other vulnerabilities in dependencies of fabric-sdk-java & fabric-gateway-java, as we have not been able to scan your latest versions of these yet. If possible could you please security scan and upgrade any other open source pacakages that have security vulnerabilities?
{quote}
{quote} ** We will need new versions of fabric-sdk-java & fabric-gateway-java by the end of May at the latest, in order to meet our code cut of date for our upcoming MQ LTS release, thanks.
{quote}",,andrew-coleman,lesleyannj,RaewynM,,,,,,,,,,,,,,,,,,,,,,,"08/May/20 1:43 AM;RaewynM;MQv9x (OpenSource)_20200507_17_41_35.html;https://jira.hyperledger.org/secure/attachment/18323/MQv9x+%28OpenSource%29_20200507_17_41_35.html","08/May/20 1:41 AM;RaewynM;image-2020-05-07-17-41-05-527.png;https://jira.hyperledger.org/secure/attachment/18322/image-2020-05-07-17-41-05-527.png",,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01b8a:w",,,,Unset,Unset,7May to 14May,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,lesleyannj,RaewynM,,,,,,,dev,release-1.4,main,,,,,,,,true,"05/May/20 12:33 AM;RaewynM;[~andrew-coleman] [~lesleyannj] - I believe you are taking over coordinating updates to the fabric-gateway and fabric-sdk java packages when [~heatherp] leaves?

Please note that in addition to the two security vulnerabilities I put in the description, today we ran ASOC Open Source scan against the version of our code containing the latest fabric-sdk-java, and it also had security vulnerability hits on these two pre-reqs:
 * bcprov-jdk15on.jar - Upgrade to version 1.64 (CVE-2019-17359 - score 7.5)
 * commons-codec.jar - Upgrade to version commons-codec:commons-codec:1.13

(Note I see commons-codec is no longer used in fabric-sdk-java/2.1.0, but is it still a pre-req for cloudant-client in fabric-gateway-java 2.1.0. So could you please update cloudant-client from 2.18 to 2.19 (which appears to have removed the commons-codec pre-req).

Also there are a number of other open source packages that are not at their latest levels, could you please scan and update some of these as well (at least some of the minor level upgrades).;;;","08/May/20 1:34 AM;RaewynM;[~andrew-coleman] [~lesleyannj] - {color:#1d1c1d}could you please provide updated versions of fabric-gateway-java and fabric-sdk-java (with the requested four updates) by the end of next week (15th May)? Then we could include your new version in our MQ code in time to be merged and included in our open source legal scans, thanks.{color}

{color:#1d1c1d}FYI [~ibmmqmet] {color};;;","08/May/20 1:43 AM;RaewynM;These are the current four security vulnerabilities we are getting in our ASOC open source scan in the MQ Blockchain (ie in fabric-gateway-java 2.1.0) : [https://cloud.appscan.com/AsoCUI/serviceui/main/myapps/oneapp/37123a43-cce4-4a0c-8752-72daede7e6bd/issues]  :

!image-2020-05-07-17-41-05-527.png![^MQv9x (OpenSource)_20200507_17_41_35.html];;;","13/May/20 4:44 PM;andrew-coleman;The following packages have now been released:

fabric-gateway-java v2.1.1

fabric-gateway-java v1.4.4

fabric-sdk-java v2.1.1

fabric-sdk-java v1.4.9

 

Note that in fabric-sdk-java v2.1.1 the dependency bcprov-jdk15on.jar has been downgraded to v1.62 to avoid the security vulnerability that was introduced in v1.63.  Upgrading to a later version caused some test failures.  This downgrade was also done in the v1.4.x branch last November.

 ;;;","13/May/20 5:41 PM;RaewynM;[~andrew-coleman] thanks for making the updates. When can we expect the new versions to be visible on Maven?;;;","14/May/20 5:31 PM;lesleyannj;[~RaewynM] looks like they are in Maven now.;;;",,,,,,,,,,
[Feature Request] Make available TxID to client,FGJ-86,45009,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,newint,newint,07/May/20 4:40 AM,20/May/20 2:09 AM,28/Oct/23 2:21 AM,20/May/20 2:06 AM,,,,0,external,sdk-triaged,,"h3. Description
Real world environments can have strict limits on connection liveness time. If such limitation exists, usually it is smaller than block creation time.
In this case, we can immediately return transaction simulation response, listen to block events and see if our transaction was indeed successfully committed to the ledger.

h3. Problem
To achieve behaviour described above, we would like to get easy access to TxID. Because TxID is generated on the client side, it should be easy to access. There is an extremely dirty solution, where we add TxID in response of the chaincode execution.

h3. Deliverables
- Provide possibility to client which submits transaction to get access to generated TxID.

h3. Solution Idea
Add to Transaction interface
{code}
String getTxID();
{code}
",,bestbeforetoday,newint,,,,,,,,,,,,,,,,,,,,,,,FABN-1536,,,,,,(Please add high level design or a link to the design),Unset,No,Unset,,,,,No,,Unset,No,,,"1|i01b83:6",,,,Yes,Unset,7May to 14May,15 May to 22 May 2020,,,(Please add steps to reproduce),,No,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,newint,,,,,,,,dev,main,,,,,,,,,true,"20/May/20 2:09 AM;bestbeforetoday;Released in v2.1.2 of fabric-gateway-java;;;",,,,,,,,,,,,,,,
More security vulnerabilities found in open source dependencies in fabric-sdk-java & fabric-gateway-java,FGJ-87,45230,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,RaewynM,RaewynM,10/Jun/20 1:33 AM,12/Jun/20 11:13 PM,28/Oct/23 2:21 AM,11/Jun/20 9:42 PM,,,,0,external,sdk-triaged,,"We have recently pulled in [+fabric-gateway-java+/2.1.1|file:///C:/Users/RaewynMackenzie/AppData/Local/Temp/notes97E53A/%3C!--%20https://mvnrepository.com/artifact/org.hyperledger.fabric/fabric-gateway-java%20--%3E] into our in development IBM MQ LTS release (due out next month), which has a dependency on the open source packages in [fabric-sdk-java/2.1.1|https://mvnrepository.com/artifact/org.hyperledger.fabric-sdk-java/fabric-sdk-java/2.1.0].

However, we are now getting some new security vulnerability hits in our ASOC Open Source scan.

There is one new issue in the *fabric-gateway-java 2.1.1* package:
 * *commons-codec 1.6* this is a dependency of *cloudant-client:jar:2.19.0* - however it appears there are no later versions of cloudant-client available ?

There are three new issues in the *fabric-sdk-java 2.1.1* package:
 * *Log4j 1.2.17* CVE-2019-17571 (score 9.8). ASOC recommends to update to log4j-core:2.0-alpha1 
 * *log4j-core 1.2.17* CVE-2020-9488 (score 3.7) ASOC recommends to update to log4j-core:2.13.2
 * *bcprov-jdk15on.jar* - ASOC scan report says that 1.63 is vulnerable to CVE-2019-17359 (score 7.5) ASOC recommends to upgrade to version org.bouncycastle:bcprov-jdk15on:1.64 - however I believe fabric-sdk-java only still uses 1.62 (as you had problems upgrading to 1.64), or can you update to 1.65?

See attached ASOC report with details - look for the open source packages with the following directory path: *mqm/mqbc/prereqs/*

*[^MQv9x (OpenSource)_20200609_17_20_28.pdf]*

Note these fixes are required urgently as our final code fix cut off date is next Friday 19th June, thanks

FYI [~andrew-coleman] [~ibmmqmet] [~mcastle]

 ",,andrew-coleman,RaewynM,,,,,,,,,,,,,,,,,,,,,,,,"10/Jun/20 1:34 AM;RaewynM;MQv9x (OpenSource)_20200609_17_20_28.pdf;https://jira.hyperledger.org/secure/attachment/18350/MQv9x+%28OpenSource%29_20200609_17_20_28.pdf",,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01b83:1o",,,,Unset,Unset,5 June to 12 June,,,,Run ASOC Open Source scan on your code,,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,RaewynM,,,,,,,,dev,main,,,,,,,,,true,"11/Jun/20 9:42 PM;andrew-coleman;Version 2.1.3 of fabric-sdk-java and fabric-gateway-java have now been published

[https://repo1.maven.org/maven2/org/hyperledger/fabric/fabric-gateway-java/2.1.3/]

All of the dependencies have been updated apart from *bcprov-jdk15on.jar* which remains at 1.62 for reasons previously explained.  This version does not have the vulnerability that was introduced in 1.63.;;;","11/Jun/20 11:12 PM;RaewynM;Thanks [~andrew-coleman] for fast turnaround. We will take a look.

Also, can you tell me whether you are doing any sort of regular vulnerability scans on your fabric code?;;;","12/Jun/20 11:13 PM;RaewynM;Hi [~andrew-coleman] I see that you have now added [commons codec 1.14|https://mvnrepository.com/artifact/commons-codec/commons-codec/1.14]

to the dependency list for  [Fabric Gateway Java|https://mvnrepository.com/artifact/org.hyperledger.fabric/fabric-gateway-java] » [2.1.3|https://mvnrepository.com/artifact/org.hyperledger.fabric/fabric-gateway-java/2.1.3]

Will this override the commons-codec 1.6 (which is a dependency of [com.cloudant|https://mvnrepository.com/artifact/com.cloudant] » [cloudant-client |https://mvnrepository.com/artifact/com.cloudant/cloudant-client] [2.19.0?)|https://mvnrepository.com/artifact/com.cloudant/cloudant-client/2.19.0]

FYI [~ibmmqmet]

 ;;;",,,,,,,,,,,,,
Document release process,FGJ-88,45551,Story,Backlog,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,,,jtonline,jtonline,03/Jul/20 11:04 PM,02/Dec/20 1:18 AM,28/Oct/23 2:21 AM,,,,,0,sdk-triaged,,,Add {{RELEASING.md}} file in root of repo documenting the current release process,,jtonline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzwrme:i0009",,,,Unset,Unset,3 Jul to 10 Jul,10 Jul to 24 Jul,23 Jul to 7 Aug,7 Aug to 14 Aug,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),jtonline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
